,HaulLat,HaulLong,Year,Distance,Plastic_Weight
1341,55.6117,16.677,2013,2811,0
1342,55.6126,16.6788,2013,2796,0
1343,55.6128,14.6047,2014,2741,0.072
1344,55.613,14.7523,2013,2741,0.004
1345,55.6142,16.6792,2017,2791,0
1346,55.6152,14.6102,2016,NA,0
1347,55.6152,17.5948,2015,2737,0
1348,55.6197,16.6837,2012,2717,0.092
1349,55.6233,20.7066,2016,NA,0.33
1350,55.6255,14.7098,2015,2741,0.294
1351,55.6257,14.7554,2017,NA,0
1352,55.6269,14.6922,2013,2822,0
1353,55.628,15.0393,2017,NA,0.008
1354,55.6317,14.6067,2012,2797,0.01
1355,55.6324,17.618,2016,2809,0
1356,55.6343,10.5468,2014,2253,0
1357,55.6368,15.1064,2016,2791,0.1
1358,55.6371,15.1075,2017,NA,0.046
1359,55.6371,15.1082,2014,NA,0.052
1360,55.6372,14.6187,2012,2667,0.05
1361,55.6392,17.627,2014,NA,0
1362,55.64,10.0353,2012,2509,2.5
1363,55.64,18.5833,2017,2742,0
1364,55.6405,14.7968,2013,2774,0
1365,55.6417,14.739,2014,NA,0.074
1366,55.6417,18.97,2017,2832,0
1367,55.6433,20.1567,2016,NA,0
1368,55.6433,20.2483,2016,NA,0
1369,55.6472,14.6838,2012,2834,0
1370,55.6483,20.2567,2016,NA,0
1371,55.65,18.085,2017,1415,0
1372,55.651,14.6495,2015,2759,0.026
1373,55.6534,14.8451,2017,NA,0.006
1374,55.6546,18.9562,2016,2752,0.034
1375,55.6547,14.6568,2015,2741,0.004
1376,55.6548,14.657,2013,2852,0
1377,55.6553,14.6573,2014,2574,0.066
1378,55.6595,14.5275,2016,2834,0.034
1379,55.661,14.5218,2013,2759,0
1380,55.6632,15.2307,2015,2815,0.07
1381,55.664,15.2305,2013,2454,0.046
1382,55.6642,15.2792,2016,NA,0
1383,55.6646,15.287,2012,2908,0.082
1384,55.6646,18.0422,2013,2800,0
1385,55.6664,10.2037,2014,2344,0
1386,55.6665,10.1982,2013,2383,0
1387,55.6671,10.367,2015,2333,0.2
1388,55.6708,15.0163,2012,2769,0
1389,55.6735,10.2257,2015,NA,0
1390,55.6738,16.4977,2013,2633,0.188
1391,55.675,20.1333,2016,NA,0.092
1392,55.6755,18.0322,2015,2832,0.008
1393,55.6766,20.6274,2015,2778,0.1
1394,55.6775,15.7958,2012,2695,0
1395,55.6786,14.7721,2016,NA,0
1396,55.6788,10.6436,2015,1968,0
1397,55.6795,16.2024,2015,2735,0
1398,55.6798,14.7767,2017,2834,0
1399,55.6804,15.7945,2015,2789,0.036
1400,55.681,15.7953,2014,NA,0.258
1401,55.6817,18.0288,2016,2748,0.014
1402,55.6818,10.7678,2012,2574,0
1403,55.6821,16.1653,2016,16275,0
1404,55.6825,16.1635,2013,2741,0
1405,55.6828,16.16,2014,2797,0.002
1406,55.6833,16.1465,2012,2852,0.026
1407,55.6843,14.503,2013,2759,0.01
1408,55.6855,14.4582,2015,2778,0.006
1409,55.6872,14.8167,2017,2815,0.001
1410,55.6884,14.8242,2016,2787,0.042
1411,55.6887,14.4483,2017,2778,0.048
1412,55.6888,14.4492,2012,2722,0.026
1413,55.689,14.8825,2017,2778,0
1414,55.6892,14.8861,2012,2874,0.06
1415,55.6896,10.7712,2013,2424,0
1416,55.6902,15.1177,2013,2850,0
1417,55.6902,15.1274,2012,2854,0
1418,55.6921,15.1121,2017,NA,0.034
1419,55.6929,15.1209,2016,NA,0.002
1420,55.6932,15.1225,2015,2815,0.136
1421,55.6943,16.7345,2012,2763,3.5
1422,55.6963,10.2807,2012,2585,0
1423,55.6965,14.3657,2017,2834,0.489
1424,55.6967,10.2493,2013,2089,0
1425,55.697,10.4265,2013,2302,0
1426,55.6978,14.534,2016,2797,0.034
1427,55.6995,14.5372,2015,2759,0.086
1428,55.6996,10.4573,2015,NA,0
1429,55.7,14.5393,2017,2852,0.008
1430,55.7003,14.5398,2014,2741,0
1431,55.7005,14.54,2016,2797,0.002
1432,55.7008,14.5413,2013,2741,0
1433,55.701,14.5415,2014,2908,0
1434,55.7013,10.2483,2012,2461,0
1435,55.7017,10.4285,2012,2216,0
1436,55.7019,10.2336,2014,NA,0
1437,55.7021,10.2378,2013,2194,0
1438,55.7027,10.4778,2013,1768,0
1439,55.705,20.705,2017,NA,0.055
1440,55.7051,10.4218,2014,2528,0
1441,55.7064,16.183,2016,NA,0.082
1442,55.7067,19.9783,2016,NA,0.0172
1443,55.7078,14.4103,2016,2759,0
1444,55.7082,14.412,2015,2778,0
1445,55.7082,14.4133,2012,2741,0.02
1446,55.7083,14.4138,2014,2797,0
1447,55.7085,14.4118,2017,2815,0.032
1448,55.7088,14.4152,2013,2797,0
1449,55.7088,14.4165,2015,2778,0
1450,55.7088,20.6645,2016,NA,0.034
1451,55.7109,16.6889,2013,2839,0
1452,55.7117,14.7311,2014,NA,0.038
1453,55.7122,10.785,2013,2265,0
1454,55.713,14.4155,2017,2797,0.045
1455,55.7132,14.4153,2012,2241,0.001
1456,55.714,14.4222,2013,2759,0
1457,55.7142,14.3502,2017,2834,0.056
1458,55.7142,14.4225,2015,2759,0
1459,55.7183,19.9666,2016,NA,0.012
1460,55.7188,16.2249,2014,NA,0.004
1461,55.7192,14.338,2014,2797,0.16
1462,55.7192,16.6595,2012,2982,0
1463,55.7197,16.6433,2016,2783,0.002
1464,55.72,14.337,2014,2611,0
1465,55.72,14.3372,2012,2722,0.018
1466,55.72,16.2297,2017,2809,0
1467,55.7207,14.3363,2017,2741,0
1468,55.7249,16.6736,2017,NA,0.026
1469,55.725,14.3438,2015,2759,0
1470,55.7262,16.722,2012,2789,0
1471,55.7277,15.3132,2013,2797,0
1472,55.7287,15.3238,2013,2298,0.022
1473,55.7289,16.6801,2017,2858,0.022
1474,55.7298,15.327,2016,2759,0
1475,55.7298,16.0731,2017,NA,0.134
1476,55.7299,16.0737,2012,2644,0
1477,55.7333,17.9667,2017,1376,0.0284
1478,55.7347,15.2693,2013,2719,0
1479,55.7347,15.5563,2017,NA,0.008
1480,55.7348,16.7176,2015,2754,0.008
1481,55.7357,15.5618,2013,2074,0
1482,55.7363,17.9698,2012,2626,0
1483,55.7364,17.97,2013,2802,0
1484,55.7366,17.9713,2014,NA,0.018
1485,55.7388,17.975,2012,2774,0.01
1486,55.7408,15.5997,2014,2778,0.082
1487,55.7415,15.599,2012,2834,0.656
1488,55.7417,15.6022,2014,NA,0.002
1489,55.7424,15.6057,2012,2819,0.002
1490,55.745,16.3332,2014,2778,0.026
1491,55.7468,16.3335,2013,2815,0
1492,55.7498,15.3813,2012,2698,0.044
1493,55.7533,20.2217,2016,NA,0
1494,55.7618,16.3416,2012,2878,0
1495,55.7633,20.3683,2017,NA,0.11
1496,55.7654,16.6626,2014,NA,0
1497,55.7657,15.7898,2016,2797,0.004
1498,55.766,15.4421,2016,NA,0
1499,55.7661,16.6606,2016,NA,0.041
1500,55.7677,16.3431,2012,2902,0
1501,55.7678,16.3333,2017,2778,0.006
1502,55.7693,15.5462,2014,2759,0.006
1503,55.7695,15.5485,2014,2778,0.006
1504,55.7698,16.3343,2016,2778,0.015
1505,55.77,15.3033,2014,2759,0.016
1506,55.77,20.425,2017,NA,0.627
1507,55.7703,15.2967,2017,2722,0
1508,55.7705,10.9197,2014,NA,0
1509,55.7705,15.2568,2015,2778,0
1510,55.7705,15.2925,2016,2778,0.017
1511,55.7705,15.2998,2016,NA,0
1512,55.7717,16.7103,2016,2778,0.018
1513,55.7743,16.7091,2017,NA,0.066
1514,55.7758,16.7079,2017,2830,0
1515,55.7775,16.647,2013,2019,0
1516,55.778,17.6993,2014,NA,0.008
1517,55.7786,17.6994,2012,2789,0
1518,55.7812,16.3436,2014,NA,0.004
1519,55.7817,20.065,2016,NA,0
1520,55.7825,17.6961,2017,2811,0
1521,55.7833,10.692,2013,2483,0
1522,55.7833,20.1683,2017,NA,0.132
1523,55.7835,15.9394,2016,NA,0
1524,55.7835,15.9805,2017,2832,0.014
1525,55.7848,16.6388,2012,2834,0.14
1526,55.7851,16.6379,2017,2791,0
1527,55.7861,10.7015,2013,2139,0
1528,55.7867,16.6363,2014,2797,0.006
1529,55.7877,16.6352,2015,2815,0.592
1530,55.7883,10.701,2015,NA,0
1531,55.7894,16.6998,2015,2759,0
1532,55.79,20.3583,2017,NA,0.572
1533,55.791,16.6303,2017,2797,0.438
1534,55.7923,12.8423,2015,NA,0
1535,55.7947,10.7103,2012,2253,0
1536,55.7948,16.4837,2015,2778,0
1537,55.7967,10.7268,2012,2153,0
1538,55.7971,15.8871,2012,2802,0
1539,55.7971,16.2517,2012,2741,0.042
1540,55.7972,15.9102,2016,2797,0.089
1541,55.7973,15.9138,2013,2797,0.012
1542,55.7973,15.919,2015,2797,0.134
1543,55.7975,12.7093,2013,1258,0
1544,55.7977,15.9108,2013,2704,0.14
1545,55.7978,15.9622,2017,2852,0.025
1546,55.7979,15.9595,2017,2908,0
1547,55.7982,15.9532,2012,2852,0.124
1548,55.7988,10.7202,2014,2452,0
1549,55.7989,16.4956,2017,2761,0
1550,55.7999,18.1507,2013,2893,0
1551,55.8008,17.6842,2016,2815,0.001
1552,55.801,17.6841,2013,2837,0
1553,55.8013,17.6837,2015,2552,0.056
1554,55.8022,15.8027,2015,2741,0.046
1555,55.8022,15.8038,2013,2834,0.084
1556,55.8027,15.8052,2017,2797,0.047
1557,55.8036,10.7391,2015,2379,0
1558,55.8038,17.6825,2016,2759,0.023
1559,55.8042,15.8158,2013,1871,0
1560,55.8042,16.5143,2013,2704,0
1561,55.8043,16.5167,2013,2852,0
1562,55.8045,15.2853,2017,2871,0
1563,55.8047,17.682,2014,2759,0.044
1564,55.8047,17.6821,2013,2822,0.026
1565,55.806,15.2913,2014,2759,0.284
1566,55.8073,15.2943,2016,2685,0.007
1567,55.8075,15.84,2016,NA,0
1568,55.8075,15.8402,2017,2871,0.066
1569,55.8082,15.8457,2015,2797,0.016
1570,55.8082,17.6788,2017,2593,0.002
1571,55.8083,20.2783,2017,NA,0.772
1572,55.8088,15.8478,2014,NA,0.004
1573,55.8093,16.5355,2017,NA,0
1574,55.8145,12.7173,2015,1588,0
1575,55.8163,15.3965,2013,2778,0.008
1576,55.818,15.2585,2014,2778,0.204
1577,55.8182,12.7115,2014,NA,0.1
1578,55.819,12.7115,2013,2533,1
1579,55.819,12.7138,2012,2322,0
1580,55.82,12.7168,2015,NA,0
1581,55.821,16.4677,2017,2798,0.041
1582,55.8212,15.3177,2012,2556,0
1583,55.8213,15.2632,2016,2797,0
1584,55.8213,15.3207,2013,2704,0
1585,55.8217,12.709,2014,2446,0
1586,55.8217,15.3217,2016,2797,0.118
1587,55.8222,10.9378,2015,NA,0
1588,55.8225,15.323,2014,2815,0.004
1589,55.8228,15.3232,2013,2797,0
1590,55.8233,15.324,2015,2722,0.192
1591,55.8236,12.7115,2012,2543,0
1592,55.8243,10.7815,2012,2450,0
1593,55.825,20.05,2016,NA,0
1594,55.8258,15.3268,2012,2848,0.004
1595,55.8258,15.4328,2017,2834,0
1596,55.8259,15.4322,2016,NA,0
1597,55.8268,15.4363,2012,2741,0.002
1598,55.8282,16.4272,2017,2778,0.064
1599,55.8282,16.4287,2014,2815,0.008
1600,55.8292,15.5172,2013,3334,0
1601,55.8315,15.5275,2012,2630,0
1602,55.8343,15.9425,2017,2908,0.032
1603,55.8345,15.5498,2016,NA,0
1604,55.8348,15.2832,2017,2815,0
1605,55.835,15.2832,2015,2778,0.004
1606,55.8353,15.9457,2014,2797,0
1607,55.8355,15.946,2015,2785,0.387
1608,55.8375,15.2865,2012,2926,0.172
1609,55.8375,16.1855,2013,2852,0.146
1610,55.8393,16.166,2013,2111,0.026
1611,55.84,15.962,2012,1426,0.208
1612,55.8402,16.1515,2012,2741,0.06
1613,55.8402,16.1577,2017,2796,0
1614,55.8406,16.1542,2015,2709,0
1615,55.8418,16.1427,2014,2815,0.102
1616,55.8433,15.9745,2013,1908,0.002
1617,55.8447,15.5653,2017,2759,0.058
1618,55.8452,15.9818,2015,2759,0
1619,55.8458,15.9843,2012,2797,0.08
1620,55.8468,15.9869,2017,2846,0
1621,55.8469,17.6948,2012,2767,0
1622,55.8481,15.9911,2014,NA,0.214
1623,55.8517,18.7383,2015,NA,0
1624,55.8633,20.105,2017,NA,0.266
1625,55.8642,16.4819,2014,NA,0.152
1626,55.8647,16.4538,2017,1408,0.086
1627,55.8648,16.4725,2016,NA,0.142
1628,55.865,16.4503,2012,1759,0.014
1629,55.8653,16.4473,2013,1871,0.22
1630,55.8655,16.4337,2016,2759,0.016
1631,55.8657,16.433,2012,2797,0.104
1632,55.8657,16.4362,2014,2815,0.158
1633,55.866,16.436,2015,2761,0.322
1634,55.866,17.6679,2013,2845,0.5
1635,55.8662,17.6677,2014,2834,0.118
1636,55.8683,18.745,2016,1496,0
1637,55.8693,16.0225,2014,2797,0
1638,55.8695,16.0228,2016,2797,0
1639,55.8701,16.067,2016,NA,0
1640,55.8708,16.0655,2015,2778,0.004
1641,55.8708,16.0697,2017,2871,0.001
1642,55.8731,18.8104,2012,3630,0.868
1643,55.8767,18.755,2017,2416,0.0062
1644,55.8899,17.7276,2015,2806,0.076
1645,55.8912,17.7278,2017,2798,0
1646,55.8997,17.0582,2013,2778,0.96
1647,55.9067,15.5677,2016,2685,1.494
1648,55.9076,11.2496,2012,2363,0
1649,55.9077,11.2409,2014,NA,0
1650,55.9083,17.0128,2012,2741,0.144
1651,55.909,11.2543,2015,NA,0
1652,55.9098,15.5672,2012,2852,0.784
1653,55.9108,11.2457,2013,2368,0
1654,55.9117,17.7411,2017,NA,0.152
1655,55.9142,17.7425,2016,2778,0.002
1656,55.915,17.7438,2012,2797,0.08
1657,55.9177,18.6807,2016,2797,0.002
1658,55.9184,18.6356,2013,3106,0
1659,55.9187,18.6362,2016,2778,5.018
1660,55.919,18.6313,2017,2834,0
1661,55.92,18.65,2014,2778,0
1662,55.9205,20.6057,2017,NA,0.004
1663,55.921,11.2278,2014,2291,0
1664,55.9368,15.402,2017,2797,0.002
1665,55.9375,15.3627,2016,2797,0.282
1666,55.94,15.4022,2014,2778,0.02
1667,55.94,20.4066,2016,NA,0
1668,55.9415,12.6322,2013,1909,0
1669,55.9438,15.3355,2015,2778,0.078
1670,55.9455,17.7619,2017,2850,0
1671,55.9461,10.4879,2013,2765,0
1672,55.95,20.405,2017,NA,1.1
1673,55.95,20.425,2017,NA,0.96
1674,55.956,12.6918,2015,NA,0
1675,55.9575,12.6377,2014,NA,0.6
1676,55.9592,17.1425,2012,2759,0.08
1677,55.9618,12.645,2015,2016,30
1678,55.9634,12.6434,2012,2630,0
1679,55.9642,15.4033,2013,2834,0.004
1680,55.9647,12.6477,2013,2720,0
1681,55.9653,12.6483,2015,NA,0
1682,55.9662,12.6461,2012,2163,0
1683,55.9677,12.6495,2014,2396,0
1684,55.9699,11.0718,2013,2292,0
1685,55.9733,11.0493,2015,2257,0
1686,55.975,17.5867,2012,2611,0.17
1687,55.9772,17.5845,2013,2093,0.082
1688,55.981,10.917,2012,2583,0
1689,55.982,10.8931,2012,2270,0
1690,55.986,10.8751,2013,2387,0
1691,55.9936,10.6946,2015,2370,0
1692,55.995,20.5866,2016,NA,0
1693,56.0082,18.9008,2014,NA,0
1694,56.0106,11.1299,2012,2585,0
1695,56.0208,18.9075,2015,2778,0.014
1696,56.025,19.435,2016,NA,0.03
1697,56.0298,11.3718,2012,2405,0
1698,56.0317,10.3802,2012,2593,0
1699,56.0323,11.3516,2015,2539,0.2
1700,56.0373,18.935,2016,2759,0
1701,56.0374,18.9349,2013,2746,0.01
1702,56.0379,10.9538,2013,2150,0
1703,56.0412,10.9333,2014,3015,0
1704,56.0465,10.9303,2015,NA,0
1705,56.0543,17.738,2014,2759,0.188
1706,56.057,17.7425,2015,2809,0.036
1707,56.0593,17.7454,2017,2759,0
1708,56.0712,17.3732,2016,2815,0.008
1709,56.0723,17.7622,2012,2797,0.16
1710,56.0728,17.3768,2014,2797,2.032
1711,56.0732,17.3782,2014,2741,3.693
1712,56.074,17.3802,2016,NA,0.002
1713,56.0743,17.3818,2013,2834,0.008
1714,56.0767,17.7698,2013,2759,0.09
1715,56.0807,17.7727,2014,2852,0.04
1716,56.0821,17.7757,2017,NA,0.012
1717,56.083,17.4072,2015,2778,0
1718,56.0852,17.4133,2012,2797,0.014
1719,56.0865,17.4173,2017,2889,0.052
1720,56.0899,17.8417,2016,NA,0.468
1721,56.09,20.5466,2015,2778,0
1722,56.09,20.5466,2016,NA,0
1723,56.0938,17.8277,2012,2487,0
1724,56.0963,10.4693,2012,2637,0
1725,56.0972,17.6372,2013,2834,0.13
1726,56.0978,17.6368,2013,2797,0
1727,56.0987,18.0822,2015,2778,0.228
1728,56.1021,17.807,2017,2837,0
1729,56.1042,17.788,2016,2778,1.405
1730,56.1055,18.1162,2012,2759,0
1731,56.1055,18.1185,2017,2815,0
1732,56.1072,18.127,2016,2797,0.034
1733,56.1145,18.0059,2014,NA,0.138
1734,56.1212,12.4682,2013,2554,0
1735,56.124,17.6533,2014,2834,0.209
1736,56.1291,12.4316,2015,2491,0
1737,56.1293,12.4298,2014,NA,0.1
1738,56.13,19.8883,2016,NA,0
1739,56.13,19.895,2015,NA,0
1740,56.13,19.9017,2017,NA,0
1741,56.1308,12.4317,2014,2485,0
1742,56.131,10.9106,2012,2459,0
1743,56.1317,19.89,2017,NA,0
1744,56.1317,19.905,2016,NA,0
1745,56.133,12.4208,2012,2600,0
1746,56.1337,17.7296,2012,2800,0.19
1747,56.1357,12.439,2015,NA,0
1748,56.1379,18.3173,2016,NA,0.034
1749,56.138,18.3175,2015,2815,0.174
1750,56.14,19.5817,2015,NA,0
1751,56.1433,19.59,2017,NA,0
1752,56.1442,17.6985,2013,2797,0
1753,56.1464,17.718,2016,NA,0
1754,56.1467,19.5917,2016,NA,0
1755,56.1474,12.4413,2012,2581,0
1756,56.1487,17.7392,2013,2741,0.01
1757,56.1492,17.7437,2014,2834,0
1758,56.1492,17.7463,2017,2815,0
1759,56.1497,17.7503,2012,2741,0
1760,56.1498,17.7484,2015,2882,0.018
1761,56.1525,18.3285,2017,NA,2.186
1762,56.1587,18.3333,2014,NA,0.04
1763,56.159,11.0468,2014,NA,0
1764,56.16,18.3333,2016,2778,0
1765,56.1637,18.337,2012,2759,0.13
1766,56.18,19.4333,2016,NA,0.0034
1767,56.18,19.9183,2016,NA,0
1768,56.1817,19.4317,2017,NA,0
1769,56.1823,18.3463,2015,2815,0.036
1770,56.1833,19.92,2017,NA,0
1771,56.1847,18.3515,2013,3150,0
1772,56.185,19.445,2016,NA,0
1773,56.1862,18.349,2017,1982,0.028
1774,56.1935,11.9097,2014,2485,0
1775,56.1938,18.3542,2016,2000,0.001
1776,56.1948,11.9077,2014,NA,0
1777,56.1978,10.9868,2012,2576,0
1778,56.1981,11.8955,2013,2053,0
1779,56.2027,11.2887,2013,2153,0
1780,56.208,11.8985,2015,NA,0
1781,56.2083,10.9636,2013,2643,0
1782,56.2091,12.2916,2015,2335,0.4
1783,56.21,11.955,2012,2359,0
1784,56.215,10.8921,2015,2452,0
1785,56.2157,12.3185,2013,2328,0.2
1786,56.2158,11.585,2012,2489,0
1787,56.2161,10.8935,2014,NA,0
1788,56.2177,11.066,2012,2405,0
1789,56.2181,17.9357,2012,2756,0.09
1790,56.219,11.042,2014,2253,0
1791,56.2193,11.9743,2013,2268,0
1792,56.2207,19.495,2017,NA,0.008
1793,56.2283,11.9783,2015,2593,0
1794,56.2338,18.4463,2017,1445,0
1795,56.2353,11.0523,2013,2539,0
1796,56.237,17.8593,2015,2778,0
1797,56.238,17.8612,2014,2778,0
1798,56.239,18.4545,2016,2797,0.05
1799,56.2398,17.8638,2016,2797,0.12
1800,56.2402,17.8642,2013,2759,0.02
1801,56.243,12.1166,2012,2048,0
1802,56.2472,12.3017,2015,NA,0
1803,56.2525,17.9148,2016,NA,0
1804,56.2543,18.4818,2012,2722,0.026
1805,56.2564,19.539,2017,NA,0.002
1806,56.2565,17.8863,2013,2815,0
1807,56.2583,17.8888,2017,2834,0
1808,56.2623,17.8903,2012,2704,0.46
1809,56.2667,19.665,2017,NA,0
1810,56.27,12.0172,2014,2381,0
1811,56.2718,12.0128,2014,NA,0
1812,56.2722,12.0085,2015,NA,0
1813,56.2788,12.2613,2013,2418,0
1814,56.2858,18.5358,2012,2778,0
1815,56.295,18.5445,2017,1593,0.014
1816,56.3008,18.5497,2015,2759,5.2
1817,56.305,18.5583,2014,2778,0
1818,56.32,18.6783,2015,2778,0
1819,56.3244,18.6839,2017,2667,8.578
1820,56.325,19.5583,2015,NA,0
1821,56.3255,18.6883,2016,2797,0.704
1822,56.3268,18.4598,2014,2815,0.34
1823,56.3283,19.5333,2017,NA,0
1824,56.33,18.4645,2016,2759,0.13
1825,56.33,18.7083,2017,2778,0
1826,56.3315,18.4162,2015,2797,2.49
1827,56.3333,18.7167,2012,2778,0
1828,56.3333,18.7167,2013,2778,0
1829,56.3335,18.4198,2012,2722,0.91
1830,56.337,11.8467,2013,2437,0
1831,56.339,11.8097,2014,NA,0
1832,56.3393,11.2347,2014,NA,0
1833,56.34,18.4292,2017,2852,0.486
1834,56.3401,18.4775,2017,2776,0.264
1835,56.3407,18.4778,2016,2759,0.138
1836,56.3413,18.4331,2017,2802,0.454
1837,56.3414,18.484,2013,2759,0.07
1838,56.3417,11.9807,2015,NA,0
1839,56.3428,11.9813,2015,2485,0.2
1840,56.3432,18.434,2016,2778,0.65
1841,56.3469,18.4406,2016,NA,0
1842,56.347,18.5538,2015,2778,0
1843,56.3472,18.4863,2013,2778,0.124
1844,56.3472,18.4867,2012,2778,0.1
1845,56.3485,18.4877,2012,2778,0.78
1846,56.35,18.5537,2012,2778,0
1847,56.3503,18.4465,2015,2797,0.022
1848,56.3505,18.4905,2017,2871,0.166
1849,56.353,12.3107,2013,2250,0
1850,56.3535,12.3363,2012,2252,0
1851,56.3661,12.3391,2015,2357,0
1852,56.37,19.5317,2017,NA,0
1853,56.37,19.675,2015,NA,0
1854,56.3715,18.4643,2012,2704,0.26
1855,56.3717,19.87,2016,NA,0
1856,56.373,18.465,2015,2778,0.038
1857,56.375,18.4688,2016,2778,0
1858,56.3757,18.4692,2013,2741,0.02
1859,56.3767,19.6683,2017,NA,0
1860,56.3772,19.8949,2017,NA,0.012
1861,56.3815,18.4628,2015,2778,0
1862,56.3857,18.4677,2016,2759,0.002
1863,56.3898,18.6058,2014,2852,0.784
1864,56.3933,18.4895,2017,2889,0.029
1865,56.395,20.0983,2017,NA,0
1866,56.3968,18.5162,2013,2774,0.802
1867,56.3983,20.0983,2016,NA,0
1868,56.3983,20.1,2017,NA,0
1869,56.405,18.6173,2017,NA,0.012
1870,56.411,18.6212,2016,2778,0.02
1871,56.4113,18.6213,2015,2797,17.106
1872,56.4167,18.6327,2013,4008,0
1873,56.4175,11.6578,2013,2485,0
1874,56.425,16.7548,2012,2722,0
1875,56.4277,16.758,2017,2834,0
1876,56.4287,16.7583,2015,2852,0.004
1877,56.43,16.7598,2016,2797,0.5
1878,56.43,18.6617,2017,2778,0
1879,56.4318,11.0592,2015,NA,0
1880,56.4326,11.0673,2015,2359,6.6
1881,56.435,20.0867,2017,NA,0
1882,56.4365,11.056,2014,1169,0
1883,56.4369,18.6751,2013,3899,0
1884,56.4414,11.6673,2012,2357,0
1885,56.446,11.0613,2013,2518,0
1886,56.4483,20.065,2017,NA,0.0674
1887,56.4488,11.0582,2013,2543,0
1888,56.45,16.97,2013,2778,0
1889,56.4533,19.8033,2016,NA,0
1890,56.4535,16.7797,2013,2871,0
1891,56.4547,18.669,2013,2759,0.098
1892,56.4578,16.9682,2016,2778,0.322
1893,56.4583,16.9667,2015,2778,0
1894,56.4583,16.9667,2016,2778,0
1895,56.4583,16.9675,2012,2778,0
1896,56.4583,19.8133,2017,NA,0
1897,56.4588,16.9675,2014,2741,0
1898,56.4592,16.9678,2014,2741,6.008
1899,56.4602,11.6423,2012,2578,0
1900,56.4613,11.047,2012,2296,0
1901,56.4687,11.5135,2014,2467,0
1902,56.47,20.11,2016,NA,0
1903,56.4716,18.6855,2017,NA,0
1904,56.4733,18.6883,2012,2778,0
1905,56.475,18.6917,2016,2778,0
1906,56.48,20.21,2016,NA,0
1907,56.4827,18.7004,2013,3671,0
1908,56.493,20.2142,2017,NA,0.002
1909,56.4937,12.048,2012,2472,0
1910,56.4961,20.1687,2017,NA,0.788
1911,56.4983,11.1297,2012,2005,0
1912,56.5097,11.1648,2013,2391,0
1913,56.5188,12.3963,2013,2218,0
1914,56.525,11.8531,2015,2168,0
1915,56.5288,12.5189,2012,2285,0
1916,56.5316,11.1646,2015,2398,0.2
1917,56.5327,11.1615,2013,2583,0
1918,56.5328,12.5192,2012,2196,0
1919,56.5383,11.5428,2013,2359,0
1920,56.54,11.1567,2014,NA,0.1
1921,56.5408,16.9173,2014,2759,0.084
1922,56.5417,16.9167,2017,2778,0
1923,56.5425,16.8375,2015,2778,0
1924,56.5433,12.5201,2015,2370,0.2
1925,56.5433,16.8372,2012,2778,0
1926,56.5448,16.8378,2012,2852,0
1927,56.5457,12.524,2013,2463,0
1928,56.5457,16.838,2014,2797,0.54
1929,56.5458,12.5198,2014,NA,0
1930,56.5463,16.8382,2014,2741,0
1931,56.5477,16.8392,2015,2797,0.21
1932,56.5483,12.5228,2013,2500,0
1933,56.5493,11.1588,2014,3712,0
1934,56.55,16.8407,2016,2778,0.004
1935,56.5543,16.8432,2016,1871,0.004
1936,56.555,11.4869,2012,2470,0
1937,56.5583,16.9167,2015,2778,0
1938,56.5583,16.9167,2016,2778,0
1939,56.56,16.8463,2017,1519,0
1940,56.5643,16.9157,2012,2797,0.004
1941,56.5657,16.9147,2017,2834,0.001
1942,56.566,16.915,2013,2741,0
1943,56.5667,16.9167,2013,2778,0
1944,56.5675,16.9155,2014,2722,0.014
1945,56.5687,16.8523,2013,2759,0.28
1946,56.5717,10.7755,2013,2374,0
1947,56.5718,10.7862,2013,2517,0
1948,56.5723,10.7873,2012,2507,0
1949,56.5767,20.4433,2017,NA,0
1950,56.5817,20.4667,2017,NA,0
1951,56.5894,11.5428,2012,2441,0
1952,56.5913,11.6925,2012,1738,0
1953,56.5925,12.2878,2014,2522,0
1954,56.5945,11.7858,2015,NA,0
1955,56.618,11.1244,2012,2265,0
1956,56.6218,11.1186,2015,NA,0
1957,56.6267,20.7183,2017,NA,0
1958,56.6283,20.7167,2016,NA,0
1959,56.63,20.72,2015,NA,0
1960,56.6317,20.6483,2016,NA,0
1961,56.6367,20.6533,2016,NA,0.0092
1962,56.6433,20.74,2016,NA,0
1963,56.645,20.7417,2015,NA,0
1964,56.645,20.745,2017,NA,0
1965,56.6467,20.705,2017,NA,0.0034
1966,56.6508,12.3016,2015,2374,0
1967,56.6517,20.5867,2016,NA,0
1968,56.6517,20.7617,2017,NA,0
1969,56.6535,11.6643,2013,2533,0
1970,56.6583,20.7517,2017,NA,0
1971,56.6617,20.7383,2017,NA,0.0022
1972,56.6618,12.5142,2014,2522,0
1973,56.6667,20.7433,2017,NA,0
1974,56.67,20.745,2015,NA,0
1975,56.6718,16.9877,2014,2908,0.018
1976,56.6725,12.4154,2012,2337,0
1977,56.6733,20.7467,2016,NA,0.001
1978,56.6735,12.523,2015,NA,0
1979,56.6737,12.045,2012,2480,0
1980,56.682,12.274,2014,NA,0.1
1981,56.6845,11.8247,2014,2411,0
1982,56.6925,16.998,2012,2704,0
1983,56.6958,17.0003,2014,2741,0.004
1984,56.7017,16.984,2015,2741,0.006
1985,56.7017,16.985,2012,2778,0
1986,56.7033,16.9847,2016,2815,0.02
1987,56.7141,10.5555,2012,2076,0
1988,56.7147,10.665,2015,NA,0
